Rownames,Compartment,group,FDR,Significant,n,Genes
639,nucleoplasmic periphery of the nuclear pore complex,Nucleus,0,TRUE,2,"Q9Z204,P49312"
640,nucleus,Nucleus,0,TRUE,1520,"Q8CBW3,P60710,Q8R3P0,O35598,Q9QYC0,P43883,P28474,P55264,P50247,Q9WTP6,P31750,Q60823,P24549,P47740,P48999,P30355,Q02357,O35381,P97384,P97429,P48036,F8WIT2,P14824,Q07076,D3Z0Y2,O08709,Q6GT24,P04117,Q9QXJ1,Q9DBR4,Q62407,E9QQ25,P28352,O35841,Q60709,Q06335,Q00623,Q9WV35,P12023,Q02013,Q8CFQ3,P14869,Q9QUI0,P62746,Q62159,Q9WV32,Q9WV54,P16460,J3QNU1,Q9Z2A5,A0A1L1SQ41,Q03265,Q60668,Q60739,Q07813,O35129,O35855,O55003,P97443,O88738,Q9WVA3,Q8R5L1,Q9CXW3,P07356,P0DP26,P0DP27,P0DP28,P14211,P11798,O08529,Q9R1S8,O70589,P70677,O08738,O89110,Q8C3Q9,P51125,Q61301,Q02248,P30999,Q9WVC3,Q08024,P48758,P83917,Q9WU84,P56528,P15379,P24788,P30285,P49615,Q64261,P46414,P06909,Q61129,P18760,P45591,P60824,Q04447,Q06890,Q99KK2,P56485,P53996,P61202,P97478,O89001,P97427,P23927,P04342,Q60737,O54833,P67871,Q9CW03,P97315,P97314,P50462,Q62426,O88712,P56546,P49586,P06797,P28659,Q61462,P62897,P98078,Q62165,P31786,O08788,Q3U1J4,O35286,Q62167,P54823,A0A087WPL5,O70133,E9QNN1,Q61672,P31001,O54786,O08808,O08749,Q811D0,P54265,P11531,P39054,P32233,Q9QXB9,Q91ZU6,P70245,P10126,P62631,Q01279,Q61070,Q6ZWX6,P23116,Q61655,P63073,Q60876,O08579,Q05512,O08600,Q9WUA5,Q80VP1,Q60902,Q9D1L0,Q9Z0H4,Q61545,P97480,Q61160,P34152,P54731,Q9R0U0,P70695,P61148,P97807,P97447,O70433,Q9R059,Q61074,P30416,Q64378,Q91ZP3,Q9JJ28,Q91Z67,Q61584,P39688,P23475,Q00612,Q00422,P16858,Q9Z0E6,Q8R5H1,P62774,P23242,P27601,B2RSH2,P08752,P21279,Q6R0H7,P63094,P68040,P62881,P11352,Q60631,P27773,P20029,P19157,Q64471,Q61133,G5E870,Q64516,P43277,P10922,Q03958,P84228,P84244,P49710,P70288,Q9Z2V5,P51859,Q3UMU9,P70349,P22907,P63158,O54879,P17095,P97825,Q9Z204,P49312,Q99020,P61979,B2M1R6,Q8R081,Q3TEA8,Q8K2K6,Q9JIF0,P52760,P63017,P16627,P63037,Q61699,P14602,P17156,P11499,P07901,Q3U2G2,P38647,P70372,P0DOV2,Q07113,P04441,O88351,O54824,Q62406,Q9Z1X4,P70168,Q6P549,P15208,P60229,Q8C863,Q62469,P43406,O54890,O55135,Q9Z0R4,B1ASP2,Q02257,E9Q1Q9,P97328,Q3U0V1,Q05816,Q60960,P52293,O35344,O35343,O35345,Q61781,P11679,P02469,P14206,P16045,O08573,P54310,P48678,P14733,P21619,A0A0R4J256,P28076,P28063,P10107,Q91ZX7,P24527,Q08288,P25911,Q62432,P49138,Q8K310,P97287,P53995,Q9D074,Q9Z2D6,O08605,P23249,P10637,Q8K4M5,P22366,Q8C854,Q8VDD5,Q9WTI7,E9Q175,P70670,Q78ZA7,Q99M51,P09405,Q62433,P42208,P46662,P97863,P25799,Q9WTK5,Q9Z1J3,P15532,Q01768,P70313,Q61937,Q02819,O35685,Q9QZS3,P97346,Q60597,Q64337,P48722,Q7TPV4,P29341,P63005,P35700,Q3TT81,Q61990,P17918,Q61823,P12815,O89084,P26618,P05622,Q9Z2A0,O70591,P47857,P62962,Q9DBJ1,P67778,Q61194,P26450,O70172,P70182,P53810,P52480,P05132,P68181,P20444,Q4VA93,P28867,P16054,Q02111,P97350,P97823,P47713,P27612,P51432,Q8R3B1,P50580,P55065,Q60953,O35691,P23492,P49443,Q99NF7,P36993,P62137,P62141,P63087,Q60829,P63330,P62715,P63328,Q60676,O88531,Q9QUR6,Q9R078,O54950,P04925,Q61136,Q11011,Q61144,P49722,O70435,O09061,O35955,P99026,O55234,Q60692,P70195,P62192,O88685,P62196,O35226,P61290,O08586,O09114,O35074,O70274,P35235,P35831,O54724,P42669,O35295,Q9QYS9,P63001,P54726,P54728,Q64012,P62827,P34022,Q9ERU9,P46061,Q60972,O89086,Q9WV02,Q91VM5,Q9WVB0,Q04207,Q9EPU0,Q64374,Q9WTZ1,Q99M28,F8VPK5,P70336,P67984,P62889,P47911,P08775,P97760,P11031,P62270,P97351,P62754,P18653,P62082,Q9WTM5,P28705,P56565,P50543,P07091,P14069,P31725,Q60749,O55128,P26638,Q9Z315,P32020,P17563,Q62093,P84104,O35326,Q9R1Z8,Q62417,P50431,P62996,P46467,Q9Z172,O55042,Q8VDU5,O08810,Q62241,Q62376,P62315,P62305,P08228,O09164,Q9QX47,Q6PHU5,P07214,O08804,O08797,Q62261,P05480,P16254,O54781,O08848,P32067,Q9D0T1,Q08943,A0A087WSP5,Q8C3V4,Q99K94,Q9QXJ2,P42227,P42230,P42232,Q60864,Q9WTK7,Q9Z1Z2,O08599,P48024,P63271,O55201,Q62383,Q6A028,P48025,P10711,Q9WTX5,O08784,O08583,Q8VDM4,Q91V89,P40630,Q62219,P21981,P52912,P70318,Q62318,P39447,Q9Z0U1,Q08122,P97930,P49813,Q61029,Q61033,Q04750,Q64511,P17751,Q64514,Q62351,P63028,Q61187,Q62348,P68373,P99024,P10639,P26369,P61082,P68037,P63280,Q8C878,Q02053,P63147,P62257,O08759,P63166,P52479,P56399,P70362,O70475,P13439,P35123,P70398,P61759,P20152,P98156,P32921,P97765,P27641,P46938,P62960,P62259,P63101,Q62384,O88532,P54103,Q62523,Q9Z1K5,Q9Z1K6,O54962,O35387,P50096,P24547,Q9WVS7,P60335,Q9QUR7,P54775,Q9WVJ2,Q9Z1M8,Q80VJ2,Q7TMS5,Q8BGW1,P31938,Q63932,P47809,P70236,P63085,P47811,Q63844,Q9WTU6,Q9EPN1,Q9R060,Q9R061,Q9R1P4,Q9R1P0,Q9Z2U1,Q9QUM9,Q9Z2U0,Q9R1P3,Q9R1P1,Q9JLV5,O88543,O35864,O88544,O88545,Q9CZ04,Q8BV13,Q62095,Q9ESD7,O88986,Q9QZQ8,Q9DCS3,Q9Z0X1,Q60996,Q61151,A0A0R4J174,Q9QZH6,P97855,P62908,Q9JHF5,P83877,P27659,Q9JMK2,Q8CIG8,A0A0R4J049,O89050,P21126,Q9CZ28,O35900,Q99KP6,Q6P6I6,Q3TIX9,Q05CL8,Q9CQ80,Q99LF4,Q1HFZ0,Q9D517,Q99LB2,Q9QXD8,A6H6A9,Q9JLV1,Q9QYG0,P35385,O08911,Q9JKF1,Q9QYB1,P70271,Q62446,Q9CQM9,Q8VEE1,P57080,O08539,Q9WV55,Q9JMH6,P15864,P43274,Q9JM14,Q9QXA5,Q9JL35,Q9WUQ2,Q99MD9,Q9Z1F9,P0C0S6,Q76MZ3,Q8VEK3,Q6PGH2,Q922D4,Q9D1E8,Q91YS8,Q7TT45,Q91W96,Q8CHS8,Q8BJU0,Q3TCJ8,Q3UFY8,Q91WC0,Q8C0L0,P54729,Q922V4,P81117,P61087,Q9Z1D1,O08992,O88569,Q8CDN6,O54825,Q9Z2G9,Q9Z1W9,B2RUF0,Q9QZE7,P28656,Q62189,Q99K48,Q7TSC1,Q9Z1N5,Q9R020,Q9JLI8,Q9JKX6,P70671,Q99K70,Q8CCS6,Q99L85,O88796,O88291,Q9Z2L7,Q9CQV8,Q9QXK7,Q9QZM0,P99029,Q9JHG6,Q61107,Q6DFW4,O70250,Q9QZH3,Q60710,Q8CGF7,Q9EQU5,Q9R1C7,Q91Z31,Q9JIK5,Q9WUP7,O88597,Q9JIX8,Q9JJZ4,P70333,Q8C2Q3,Q9D338,Q9QY36,Q9JLR9,Q9D0J4,P56812,Q8C3P7,Q8BG60,Q9WUL7,Q9R0Q7,Q9QYI3,Q9WU56,Q9JM76,P61022,Q9DBR0,Q3V1T4,A0A0R4J259,Q7TMK9,G3UZ48,Q9JI46,P97470,Q9WUD1,Q922J3,Q9JKV1,P62878,Q9R0Q6,Q9QYJ0,Q9JKB3,P63168,Q9Z2N8,Q9R1T2,Q78PY7,O54984,P60122,Q9QZ57,Q91VS7,Q9JIA7,Q9WV60,Q9JJT9,Q9JHJ3,P43276,P69566,Q9JLN9,Q9JI90,Q9QZ23,Q6GYP7,Q9QYI5,Q9ESJ0,Q99P87,Q6ZWU9,Q9CX56,Q99LX0,Q9EPC1,Q9DC63,Q9QXM1,E9Q8T1,Q9JJG0,Q69ZQ2,Q60949,Q91WG4,Q8C7D2,Q9Z1M4,Q4VC33,Q9JME7,Q9JI78,Q8BTZ4,O35737,Q9JMG1,Q9JMA1,Q7TMY8,Q99KQ4,Q9WVG6,Q80TH2,Q9ET78,P57724,Q9ES74,Q9JK81,Q9CWZ3,Q9QZ85,Q9JMA2,P57780,Q9ES00,Q6ZWR6,Q8VDQ8,Q8R104,O35309,Q9JIY5,Q9EP53,Q9EQ80,Q9EPK7,Q9JHL1,Q9ESL4,Q9JHW4,Q9DD18,Q9CQP2,P59708,Q80W37,Q9DCM0,Q9CRB9,Q9DCJ7,Q8BMZ5,Q9CQQ8,Q9DC77,Q9D1J3,Q9CQA6,Q9CQW9,Q9D1M4,Q8BGS2,Q9CWI3,Q9EPV8,Q9CQS2,Q9CR70,Q8BWR2,Q9CQ02,Q8BWU5,Q9ERF3,Q9CSN1,Q9D7H3,Q14B01,Q3UM45,Q9D8X1,E9Q616,Q8R395,P97822,Q9CZM2,P83882,Q9CY57,Q8CF89,Q99PL6,Q9D6N5,Q6PE01,Q9DBP5,Q9CZY3,Q8R2U4,G3X8S8,Q9CWL8,Q8R326,P57776,A0A0R4J1L2,Q8CH25,Q8VE47,Q91WK1,Q9JKL4,P70122,P61161,Q9EPB4,Q9CQR4,Q9CPS6,Q9CY58,P63154,Q9CQ65,Q80SY5,Q9CYI4,Q9CQT2,Q9CXW4,B2RY56,Q501J6,Q9CZ30,Q6ZQ73,P62334,Q6PD31,P63325,Q9CXX9,P56387,Q8C0P0,Q9D6Z1,Q9CR00,Q80WJ7,Q9D8N0,Q9ERS2,Q641K1,P62320,Q80UY1,Q8R0F6,Q9CQ73,Q8K4Z5,Q8CGU1,Q8CCJ3,Q8BH57,Q9D1F4,Q9CYQ7,Q9EST5,Q7TSG2,Q9DD02,P62869,Q5SUF2,P62488,Q9CR16,Q9CPW4,Q9CXY6,Q8BP27,Q3UJU9,Q91VA6,A0A0R4J078,Q8VCH8,Q8K2T1,Q99KV1,Q9D708,Q8BGB7,Q9CQT1,P61600,Q9CR67,P61961,Q9D8E6,Q9D0L8,Q9CY34,P83940,Q6ZWY3,Q9CX34,Q6NV83,Q3UEB3,Q8BGU5,Q9DCN1,Q3TWW8,P62309,Q9CQE8,P62301,P59999,Q9CY66,Q80VD1,Q9CQF3,Q3UI43,Q8VEE4,Q8VDW0,Q8K2C6,Q80X95,Q8BPB0,Q80YQ8,P83870,Q3UBX0,Q91YL3,Q5F2E7,Q6NZB0,Q8CGA0,Q80Y81,Q8R411,Q00PI9,Q6P2K6,Q8BWB1,Q5DTJ9,Q9D0W5,Q91YR7,Q91VX2,Q8VBT9,Q8CC12,P57784,Q8CCF0,Q3TIV5,Q8K1E6,A2AN08,Q99PR8,Q9DAR7,Q8JZY2,Q5FW52,Q9D711,Q6P8M1,B2RQC6,Q3U7U3,Q8QZZ7,Q91Z49,Q3THJ3,P62307,Q9D0I8,Q9CZC8,Q8R349,Q9DAW6,Q9D8C4,Q91XD6,Q3TXS7,Q9JII5,Q9JIZ9,Q91XV3,Q923K4,Q8CI32,Q8R4C2,Q99J09,Q9CSU0,Q9CQ26,Q8BT60,Q8BKC5,Q9D2M8,Q8CES0,Q8CDG3,Q922U1,Q80TP3,Q80UU9,Q8R2U6,Q8R1Q9,Q8BUE4,Q8VIJ6,Q3U0V2,Q8K3K8,Q8K1R3,Q6A068,Q9DBS9,Q8K4R4,Q8BJ71,Q9CT10,P61963,Q9JJK2,Q91W69,Q6ZQ38,Q9CX00,Q9CWT6,Q78JE5,Q9CQI6,Q5NCI0,Q8C5L3,Q99PG2,Q9D853,Q6PGB6,Q8R2U0,Q9CZ57,Q6P8X1,Q9CZU3,Q9D071,Q3TB82,Q8BG26,Q924C1,Q9ET54,Q8BK75,Q9D7X3,Q6PB66,Q8BGC0,Q8BSK8,Q8BTW3,Q9CZL5,Q8K019,A2A432,Q5BKP2,Q9CSH3,Q921F4,Q91VN6,Q7TQD2,Q8K3H0,Q80Y14,Q8C050,Q9CXS4,Q91YD9,Q8VHL1,Q6ZWY6,Q8K0U4,Q91V09,Q8C1D8,Q9D9A7,Q8VE80,Q3UQS8,Q91VW3,Q8BG81,Q9DBZ5,B2RRE7,Q3TZX8,Q99JR6,Q9DC22,Q99LG0,Q99JY9,Q9DBS1,Q9DBR3,Q9DBK7,Q3TMP8,Q149B8,Q9CZX0,Q3UKJ7,Q8VHM5,Q6VN19,D3Z0M9,Q80X50,Q9DBV4,Q8BW70,Q8BY87,Q9D554,E9Q394,Q8BJ05,Q9D8B3,P62852,Q8R4X3,Q9D5V5,Q8K4K6,Q8VI75,Q8BTI8,Q9EQQ9,Q9DBG9,Q6P8I4,Q9D0C4,Q9D7I5,E9QN99,Q8K1L5,Q8K2Q0,Q6ZWM4,Q8K2V6,Q9CVB6,Q80WB5,Q921C5,Q9D0E1,A2AIL4,Q9D7S9,Q9Z2D1,Q9CX86,Q8BFQ4,Q3UHD3,F8VPN4,Q3THW5,Q9ER73,Q8VEH5,P62983,E9Q3X0,Q9EQK5,Q8CHP5,P62313,Q3UPF5,Q9EQN3,Q9D2G2,Q8BGR9,Q99LM2,Q8CAS9,P43275,Q99J23,Q9ER67,Q9JK92,Q8BHJ5,Q9ET26,Q9QYJ3,Q99NH0,Q9ERS5,Q80YT7,Q99MR6,Q99M87,Q8R2Y2,Q80U87,Q99MN1,Q8BP71,Q9QUH0,P61089,Q923T7,Q9ERG2,Q9EPU4,Q8BWM0,Q99L48,P62806,P30681,P68433,Q3THK3,Q8N7N5,Q922Q8,Q9CQ79,Q3U9G9,Q80XU3,A2RSY6,Q9Z2X1,Q8R151,Q8BXR9,Q8BZQ7,Q8VE37,Q8CG72,E9Q4Z2,Q4VA53,Q80U95,Q8BUL6,Q8VI63,Q8BZ03,E9Q7G0,Q921M3,Q9CR59,Q5HZI1,Q91WE2,Q8BZJ7,Q3UMW7,Q80XL6,Q7TNL9,Q5SSW2,Q6P5F9,Q5SRY7,P83887,Q9DC28,Q9D8S4,Q9D0I9,Q5SWD9,Q91VR5,Q6PB44,Q99JT9,Q80X73,Q8BR37,Q91WT7,Q8R1T1,Q505D1,Q7TPH6,Q5EG47,Q91YQ3,Q91VJ4,Q8VDG5,Q9EST4,E9QAE3,Q922B1,Q7TQI3,P62317,Q8QZY9,Q3UGX8,Q3UHC1,Q91ZZ2,Q6PDQ2,Q99J95,Q8K3W0,Q9CZN7,Q6PHZ2,Q8BRK8,Q80XI4,Q6PAM0,Q91WG5,Q9D883,Q8CGY8,Q99LB6,Q8VBV7,F6ZDS4,Q8WTY4,Q921I9,Q8BH69,Q5IRJ6,Q8BWW9,Q3TCJ1,Q8BWG8,A1BN54,Q7TPR4,Q91YI0,Q7TNV0,Q9CQ43,Q99N57,Q9D6Y7,Q9D1M0,Q8VDJ3,P18654,Q9DBF1,Q9ERK4,Q6PDM2,P58389,Q6ZWV3,Q91YE3,Q9Z1Q5,Q920B9,Q9QZ73,Q8VEJ9,Q920Q8,E9Q735,P58006,P61965,Q4KMM3,Q99P88,Q6P3E7,Q8VH51,P61957,Q99PV0,Q99K23,Q91VC3,Q8BTM8,Q7TNC4,Q8CCN5,Q8R409,Q99PT1,Q8C3F2,Q8K1X1,Q8CBE3,Q8K013,Q8C163,Q921T2,Q8R1F9,Q6NZJ6,Q3UIR3,G3UXW9,Q8BFW7,P46737,Q6P6M7,G3X9K3,Q3TX08,Q8BG73,Q569Z5,Q99LG2,Q8C167,E9Q8B5,E9Q8B6,Q922X9,Q8VD75,P61080,Q8CFI2,Q4VBE8,Q8K3G9,Q68EF0,Q68FL6,E9QB02,Q8C6E0,Q91WC3,Q8BX17,Q99J47,Q7TNE3,Q61510,Q8C0E3,Q8BMA6,Q6ZPJ3,P60670,Q8K2L8,Q8K1R7,Q6A0A9,F8VPK0,Q64152,Q8CIB5,Q8VDP4,Q99KH8,Q8BJS4,Q3UDE2,Q99JN2,Q8CHW4,Q8CIN4,Q9Z1R2,Q6P542,Q6WKZ8,Q80YR5,D3YXK2,Q8BL97,Q8K4L3,Q8R3N6,Q6PD28,Q922Y1,Q69ZN7,Q8CGE8,Q8C6G8,E0CYH4,Q8R5A0,Q6PD03,Q8K4T3,P58466,Q5U3K5,Q8VBV3,P13020,P58871,Q8VCR8,Q91W39,Q8JZN5,Q8CH40,Q8BG05,Q3TVI8,Q8BIW1,B2RUR8,Q99LI2,Q91Y97,Q7TT37,Q6PDI5,Q8BHD7,Q80W54,Q6PHQ9,Q91YZ8,A3KFU8,A3KFU5,Q99LH1,Q569Z6,Q80ZK9,P05125,Q921F2,A2A8U2,Q8CFI7,Q8C7R4,Q8R010,Q8R3V2,Q921Y0,Q99MD6,Q8R0S2,Q0VGB7,Q8R1M2,Q91YP3,Q6PIC6,Q8VDM6,Q7M6Y3,Q9EPL8,Q7TQH0,P56959,Q6ZQ08,Q6P9Q4,Q3UJB9,O55131,E9Q1G8,Q5I043,Q3ULW8,Q99KG3,Q8K0D0,B9EJ86,Q8K3W2,E9Q9K8,Q8BFY9,Q8CJG0,Q3UH60,Q8BYU6,A3KGS3,Q8BZ20,Q7TSI3,Q5EBG6,Q8BWA5,Q9ESX5,Q60973,Q923G2,Q8K330,Q8K4Z3,Q6A4J8,Q8R4K2,Q8C166,P17742,P62751,Q3UE37,A2AG06,Q9JJ43,Q8BTS4,D3Z230,Q3UEQ1,A0A0R4J0Q2,F6V2U0,E9QAD0,D3YUD3,E9Q9A0,P35979,Q01853,P48193,Q80YV4,Q6PFD9,Q8C052,Q8BLY2,P63242,Q80X90,Q8BFU2,C0HKE1,C0HKE2,C0HKE3,C0HKE4,C0HKE5,C0HKE6,C0HKE7,C0HKE8,C0HKE9,Q8CGP6,Q8CGP7,Q8CGP5,Q64475,Q6ZWY9,Q64478,Q8CGP1,P10853,P10854,Q8CGP2,Q64525,Q3UJB0,Q8BLR9,Q5SF07,Q8BZA9,Q6Y685,Q80TL0,Q6P4T2,Q6NVF0,Q8BXL9,P70268,Q6P2B1,Q8BSF4,Q80TR8,E9QJV4,E9PYK3,E9PWI3,B1AY13,Q62086,Q6ZPZ3,B1AZI6,B1AVZ0,Q5I1X5,Q80YD1,Q6NSQ7,Q9D8T7,Q8K215,E9PYI7,Q5XJY4,Q6PEE3,P62700,Q5U4D9,Q9CZ44,Q8CCK0,D3Z3N4,D3YWT1,Q6NVF9,P0C872,Q3UYV9,Q5GIG6,Q8R480,Q2NL51,O70325,P85094,P83510,P14576,D3Z4I3,Q9D8C9,Q64339,Q9Z199,J3QPC5,P47962"
641,oligosaccharyltransferase complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,8,"P61804,O54734,P46978,Q9DBG6,Q5RL79,Q78XF5,Q3TDQ1,Q91YQ5"
642,oncostatin-M receptor complex,Plasma membrane,0,TRUE,1,Q00560
643,ooplasm,Cytoplasm,0,TRUE,1,P11499
644,outer acrosomal membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,1,E9Q512
645,outer dense fiber,Cytoskeleton,0,TRUE,4,"Q9R0Y5,P49935,P54823,P26645"
646,outer dynein arm,"Cytoplasm, Cytoskeleton",0,TRUE,1,O88487
647,outer mitochondrial membrane protein complex,"Cytoplasm, Mitochondrion",0,TRUE,1,Q811U4
648,oxoglutarate dehydrogenase complex,Cytoplasm,0,TRUE,4,"O08749,Q60597,Q9D2G2,B2RXT3"
649,pICln-Sm protein complex,Cytoplasm,0,TRUE,5,"P62315,P62305,P62320,P62307,P62317"
650,paraspeckles,Nucleus,0,TRUE,6,"Q99K48,Q8R326,Q9CQF3,Q8VIJ6,Q9D0E1,Q6NVF9"
651,pericentriolar material,Cytoskeleton,0,TRUE,5,"P63001,P11983,Q70FJ1,P83887,Q8BUK6"
652,perichromatin fibrils,Nucleus,0,TRUE,5,"A0A087WPL5,O70133,E9QNN1,Q921F2,Q6NVF9"
653,periciliary membrane compartment,Plasma membrane,0,TRUE,1,Q9EPK2
654,perinuclear endoplasmic reticulum,"Cytoplasm, Endoplasmic reticulum",0,TRUE,12,"O35598,O08529,Q61462,P31786,Q91ZU6,P39688,Q61335,Q9CQB5,Q9DBS9,Q5QNQ6,Q3B7Z2,Q8BXR9"
655,perinuclear endoplasmic reticulum lumen,"Cytoplasm, Endoplasmic reticulum",0,TRUE,1,Q06890
656,perinuclear endoplasmic reticulum membrane,"Cytoplasm, Endoplasmic reticulum",0,TRUE,1,P26450
657,perinuclear region of cytoplasm,Cytoplasm,0,TRUE,303,"Q9QYC0,Q9R0Y5,P48410,P45376,P48999,O35381,P97429,F8WIT2,P14824,D3Z0Y2,O08709,Q6GT24,P22892,Q9QXJ1,P28352,P12023,O55143,Q9Z1G4,O70228,Q60739,Q07813,P07356,P14211,Q64444,O70589,Q02248,P49817,Q9WVC3,P22682,Q9JLQ0,Q64314,Q9WTR5,P30285,Q06890,P16330,O89001,P21460,P10605,P98078,P54823,Q811D0,P11531,P39054,Q91ZU6,Q01279,Q9WVK4,P10630,P63073,Q9WV69,P54116,P54731,P29268,P30416,Q60634,Q61584,P39688,O08912,Q9Z0E6,P21614,Q6R0H7,P63094,P62880,P68040,Q9Z2V5,P70387,P22907,Q8R081,P63017,P11499,P07901,O35632,P97411,Q07113,Q62469,P09055,P11881,Q61768,P02469,P11438,P17047,P48678,Q91ZX7,P25911,P24668,P26041,P14873,Q7TSJ2,P46735,E9Q175,Q62433,P46935,P42208,P46662,P15532,Q01768,O35604,P63005,P97467,O89084,P26450,P05132,P68181,P20444,Q4VA93,P16054,P47713,Q9QXS1,Q61233,P24369,Q6PEB6,Q8K1M3,P31324,O89017,Q61144,O88685,Q91YR1,P28828,P61027,P63011,P56371,Q91ZR1,Q62148,P46061,P62754,P07091,P14069,O70305,P97298,Q01405,Q7TMB8,P62996,P14142,Q61165,Q9Z266,O55042,Q9Z0F7,Q6PHU5,P05480,A0A087WSP5,Q8C3V4,Q99K94,O54988,P70452,O08599,P70280,Q62277,Q02858,P21981,Q62393,P08113,Q921I1,Q62351,P63044,P63024,O70404,P26040,P20152,P98156,P62960,P63101,Q9WUM3,Q9Z0P5,P31938,Q63932,O35864,P70441,Q9D662,Q9CZ28,Q8CGZ0,Q9JKY5,Q9QYB1,P70271,Q9ESN9,Q9WV55,P98195,O54825,Q9Z0Y1,O89116,Q91XH6,Q9Z2P8,Q80UG5,P28658,Q9CQV8,Q9QZ06,P99029,Q61107,O88983,Q9Z1Z0,Q9EQU5,Q9QXS6,Q9R0Q7,Q9WV80,Q9WV60,Q9QYI5,Q99LX0,Q9QXY6,Q9JKK1,Q8C7D2,P53994,P57780,Q8VDQ8,Q9EP53,Q9EQH3,Q9CQP2,Q9CYZ2,Q9CRY7,Q9CQB5,Q6PD31,Q80WJ7,Q9CRB6,Q9EQG9,Q9CQE8,Q8CCB4,Q91V41,Q80UP5,Q8CGA0,Q8VBT9,Q3UPL0,Q9D8U8,Q3U0S6,Q9CZT8,Q8CI32,Q80TP3,E9PUD1,Q58A65,A0A0R4J196,Q8K3K8,Q6A068,Q91W69,Q6NVE8,Q6PB66,Q8BSK8,Q7TQD2,Q9CXT7,Q8K1M6,E9PUD2,Q99JY9,Q9D906,Q9D1G3,E9Q394,Q3B7Z2,Q3U487,Q9CW79,Q9D2N9,E9Q3X0,Q9EQK5,P30681,D3YYU8,Q9EQP2,Q921M4,Q6PER3,Q8BZ98,Q9DC28,Q8BR37,Q3UGX8,Q3UHC1,Q91ZZ2,Q8K212,Q6PHZ2,Q6PB93,Q8VBV7,Q8BWW9,Q8C8R3,Q91YI0,P62835,Q9D7B2,E9QP62,Q99JW4,Q9Z1Q5,Q8VEJ9,Q80W68,Q8BTM8,Q99J45,Q6DYE8,G3X9K3,Q68EF0,Q8K2L8,Q8C754,Q8R3U1,E9QAT4,P13020,Q5FWK3,Q8BHL8,Q8BVI5,Q91Y97,Q4PZA2,P05125,P59016,Q7M6Y3,P56959,Q8CIH5,P61028,E9Q9K8,D3YVF0,Q8C129,Q8BH64,Q01853,Q8C052,Q8BLR9,Q9D8T7,Q3V3A7,A2CG49,P83510"
658,perinucleolar compartment,Nucleus,0,TRUE,3,"P28659,Q8BVF2,Q8R0W0"
659,peroxisomal matrix,"Cytoplasm, Peroxisome",0,TRUE,16,"P98192,P51660,P63038,O35386,P35700,P97865,P55096,P32020,Q9WUR2,P99029,Q99J39,Q99P30,Q9EPL9,Q921H8,Q8C0L6,Q8C0I1"
660,peroxisomal membrane,"Cytoplasm, Peroxisome",0,TRUE,22,"Q9R0H0,P48410,P84078,P24270,P49817,P41216,P98192,Q9Z210,Q91XC9,P55096,P42925,Q99LB2,Q9R0A0,Q9QXY9,Q91VS7,Q9JJW0,Q9CQ92,Q8K1N1,Q9D5T0,Q99MZ7,Q8VCF0,P61028"
661,peroxisome,"Cytoplasm, Peroxisome",0,TRUE,73,"Q9R0H0,P48410,P47740,P24270,P47934,P34914,P41216,P98192,P38060,P52760,P51660,O88844,O35386,O09174,P19258,Q9Z210,Q91XC9,P97865,P55096,P42925,P32020,P08228,P40142,P20152,Q00519,Q9WUR2,Q99LB2,Q9QUJ7,O35459,Q9JJZ2,P99029,Q9R0A0,Q9QXY9,Q99J39,Q9QXE0,Q9JJW0,Q91V64,Q9CQ92,Q922Q1,Q8K1N1,Q99P30,Q9D328,Q9D5T0,Q9DCN1,Q8VCM5,Q9EPB5,Q2TPA8,Q9CYV5,Q8K1M6,E9PUD2,Q9DC50,Q9DBM2,Q5XG73,Q6PCP5,Q9DCM2,Q9EPL9,Q80XL6,Q6DFZ1,Q920E5,P11930,Q99MZ7,Q921H8,Q8C0L6,Q91WC3,Q99J47,Q8CC88,Q6PF93,Q8BGC4,Q8R3U1,Q8C0I1,Q8VCF0,P54071,P58044"
662,phagocytic cup,Plasma membrane,0,TRUE,8,"O89053,P39054,P68040,Q61233,P63001,Q8C0D4,Q921E2,Q8BYW1"
663,phagocytic vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,48,"P63260,P97384,P14211,P60766,O89053,P51791,O70370,Q61093,Q91Z67,Q60766,Q61768,P11438,P55258,Q9WTI7,P46638,P35283,P35285,P51150,P70452,O08599,Q64324,Q60770,P70280,P63024,O70404,P20152,Q62523,Q9JHF5,Q8R361,O70480,O88983,O88597,Q9R0M6,Q9JLN9,Q9JL26,Q9JKK1,Q9CZE3,Q91V41,Q8C0E2,Q9ER00,Q921E2,P62835,Q6PF93,P13020,P61028,Q9CQD1,Q80X90,Q9JMH9"
664,phagocytic vesicle membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,15,"O35639,P01887,P01899,P01901,P01898,P17047,P21958,Q9R233,Q9JHF5,P61620,Q9CZX7,Q3UGX8,Q3UHC1,Q91ZZ2,Q3TWL2"
665,phagolysosome membrane,"Cytoplasm, Lysosome, Vacuole, Intracellular vesicle",0,TRUE,2,"P11438,Q9ESB3"
666,phagophore assembly site,Cytoplasm,0,TRUE,11,"Q64337,Q91YI1,Q8R3E3,O88597,Q9D906,Q80W47,Q99KU0,Q9ER00,Q8CCN5,Q6PF93,Q68FE2"
