Rownames,Compartment,group,FDR,Significant,n,Genes
1,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial","Cytoplasm, Mitochondrion",0,TRUE,1,Q99MR8
2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex",Cytoplasm,0,TRUE,1,P70266
3,6-phosphofructokinase complex,Cytoplasm,0,TRUE,3,"P12382,P47857,Q9WUA3"
4,7SK snRNP,Nucleus,0,TRUE,2,"Q05CL8,Q8R409"
5,A band,Cytoplasm,0,TRUE,13,"Q02357,Q3UIK0,P09542,Q9QVP4,Q9DBR7,P47911,P14148,E9Q401,P56565,Q9CZM2,Q9D8E6,Q9D783,Q8C8R3"
6,AIM2 inflammasome complex,Cytoplasm,0,TRUE,1,Q9EPB4
7,AMPA glutamate receptor complex,Plasma membrane,0,TRUE,2,"Q99LR1,Q9EP69"
8,AP-1 adaptor complex,"Cytoplasm, Golgi apparatus, Intracellular vesicle",0,TRUE,3,"P22892,O88512,P61967"
9,AP-2 adaptor complex,"Cytoplasm, Plasma membrane, Intracellular vesicle",0,TRUE,8,"P17426,P17427,P84091,P42567,Q61548,Q9DBG3,Q80XQ2,P62743"
10,AP-3 adaptor complex,Cytoplasm,0,TRUE,6,"Q9Z1T1,O54774,Q8BSZ2,Q91W86,Q9D2N9,Q8R307"
11,AP-4 adaptor complex,Cytoplasm,0,TRUE,2,"Q9JKC7,Q9WVL1"
12,ATAC complex,Nucleus,0,TRUE,1,P61965
13,Arp2/3 protein complex,Cytoskeleton,0,TRUE,9,"Q9WV32,Q9JM76,Q9R0Q6,P61161,Q9CPW4,P59999,Q99JY9,Q9D898,Q9CVB6"
14,Atg1/ULK1 kinase complex,Cytoplasm,0,TRUE,3,"Q91YI1,Q80XQ2,Q3UDP0"
15,Atg12-Atg5-Atg16 complex,Cytoplasm,0,TRUE,1,Q99J83
16,B cell receptor complex,Plasma membrane,0,TRUE,1,P48025
17,BAT3 complex,Cytoplasm,0,TRUE,3,"P21126,Q9D1H7,Q9Z1R2"
18,BLOC-1 complex,Cytoplasm,0,TRUE,8,"Q8R015,Q9Z266,Q8R570,Q8VDD8,Q2TBE6,Q9ER00,Q5U5M8,Q3UMB9"
19,BORC complex,Cytoplasm,0,TRUE,2,"Q9Z266,Q9D6W8"
20,BRCA1-A complex,Nucleus,0,TRUE,3,"Q3UI43,Q8K3W0,P46737"
21,BRISC complex,Nucleus,0,TRUE,5,"Q3UI43,Q8K3W0,Q9CZN7,Q3TCJ1,P46737"
22,Barr body,Nucleus,0,TRUE,3,"P84244,Q9QZQ8,Q8CCK0"
23,CD40 receptor complex,Plasma membrane,0,TRUE,3,"O88351,Q9JIY5,Q924T7"
24,CD95 death-inducing signaling complex,Plasma membrane,0,TRUE,2,"O89110,Q61160"
25,CGRP receptor complex,Plasma membrane,0,TRUE,1,Q9R1W5
26,CIA complex,Cytoplasm,0,TRUE,3,"Q99KN2,Q7TMW6,Q9D071"
27,COP9 signalosome,Nucleus,0,TRUE,23,"Q03265,P61202,O70318,O08917,Q60631,P20029,P16627,P11499,Q8VDD5,Q62077,P49813,O88543,O35864,O88544,O88545,Q9CZ04,Q8BV13,P63168,Q99JB2,Q91XV3,Q8VBV7,G3UXW9,Q80TR8"
28,COPI vesicle coat,"Cytoplasm, Golgi apparatus, Intracellular vesicle",0,TRUE,9,"Q8CIE6,O55029,Q9QXK3,Q9QZE5,Q9JHH9,P61924,Q9JIF7,Q9EQC5,Q5XJY5"
29,COPI-coated Golgi to ER transport vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,2,"Q6R0H7,P63094"
30,COPI-coated vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,13,"P84078,Q8CIE6,O08547,P61164,Q9QXK3,Q9R0Q3,Q9JHH9,Q9CQ56,Q9D1D4,Q9JIF7,Q8K212,Q5XJY5,Q6QD59"
31,COPI-coated vesicle membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,1,Q9QYE6
32,COPII vesicle coat,"Cytoplasm, Intracellular vesicle",0,TRUE,13,"P12815,Q99JZ4,Q01405,Q9D662,Q9CQC9,Q3UPL0,Q6NXL1,Q3U2P1,Q80ZX0,Q9D1M0,A0A286YDI8,G3X972,Q3TZ89"
33,COPII-coated ER to Golgi transport vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,23,"P12023,Q3V009,Q01405,Q9R0Q3,Q9CR20,D3YZZ5,Q9DBH5,Q9DC16,Q99KF1,Q9D0I4,Q91XB7,Q9D1D4,Q3UPL0,Q9D0F3,Q80Y98,Q9CXE7,Q9CX30,Q9CX13,Q921M4,Q80ZX0,Q8R1V4,P59481,Q6PDI5"
34,CORVET complex,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,4,"Q91W86,Q9D2N9,Q8R307,P59016"
35,CRD-mediated mRNA stability complex,Cytoplasm,0,TRUE,9,"A0A087WPL5,O70133,E9QNN1,P62960,Q8VEK3,A0A0R4J259,Q7TMK9,G3UZ48,Q91W50"
36,Cajal body,Nucleus,0,TRUE,13,"Q61545,Q9Z315,O08810,Q62241,Q62384,O88569,Q9JLI8,Q6DFW4,Q8CCF0,Q9DAW6,Q922U1,Q8BTI8,Q9ESX5"
37,CatSper complex,Plasma membrane,0,TRUE,1,P17156
38,Cdc73/Paf1 complex,Nucleus,0,TRUE,1,Q9ERF3
39,DNA replication factor A complex,Nucleus,0,TRUE,4,"Q99KP6,Q922V4,Q8VEE4,Q6A068"
40,DSIF complex,Nucleus,0,TRUE,3,"P63271,O55201,Q9Z199"
41,Derlin-1 retrotranslocation complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,4,"Q9D8V0,Q9Z2G6,Q99J56,Q01853"
42,Derlin-1-VIMP complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,1,Q99J56
43,EARP complex,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,3,"Q8CCB4,Q8C754,Q8K0G5"
44,EMC complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,8,"O70378,Q99KI3,Q9CRD2,Q9CZX9,Q3TAS6,Q9EP72,Q8C7X2,Q8K273"
45,ER to Golgi transport vesicle membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,7,"O08547,Q01405,O89116,Q91XH6,Q9Z1Z0,O35166,E9QAT4"
46,ESC/E(Z) complex,Nucleus,0,TRUE,3,"P70288,Q60972,Q60973"
47,ESCRT I complex,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,3,"Q61187,Q8CHS8,Q9D1C8"
48,ESCRT II complex,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,3,"Q9CZ28,Q9CQ80,Q91XD6"
49,ESCRT III complex,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,6,"Q9CQ10,Q8BJF9,Q9DB34,Q9D8B3,Q8R1T1,P0C0A3"
50,ESCRT-0 complex,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,2,"Q99LI8,P70297"
51,F-actin capping protein complex,Cytoskeleton,0,TRUE,6,"Q9QYC0,Q9QYB8,Q5RKN9,P47754,P47757,P62774"
52,FACT complex,Nucleus,0,TRUE,2,"Q08943,Q920B9"
53,FHF complex,Cytoplasm,0,TRUE,3,"Q3U2I3,Q8BIL5,Q8BUK6"
54,GARP complex,"Cytoplasm, Golgi apparatus, Intracellular vesicle",0,TRUE,3,"Q8CCB4,Q8C754,Q8K0G5"
55,GET complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,1,O54984
56,GPI-anchor transamidase complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,4,"Q9WTK3,Q8BXQ2,Q6PD26,Q9CXY9"
57,Gemini of coiled bodies,Nucleus,0,TRUE,1,Q62384
58,Golgi apparatus,"Cytoplasm, Golgi apparatus",0,TRUE,431,"P28271,O35598,P29699,P07724,O70423,O35643,P22892,O88512,P35585,P61967,Q9Z1T1,O54774,Q8BSZ2,Q9JKC7,Q9WVL1,Q9DBR4,P08226,P12023,P84078,Q8BSL7,P61205,P61750,P84084,P62331,Q9ERI2,Q8VDN2,Q9Z1G4,P70704,O70228,P63082,P01887,O35623,P23780,O88738,P14211,O35887,Q6XLQ8,O08529,Q64444,P24270,P49817,Q9WVC3,P51637,P22682,P10810,Q08857,P15379,P51791,O89023,P11087,Q8CIE6,P23927,P60904,P21460,P97821,P06797,Q60598,Q61462,P31786,Q62418,Q811D0,P11531,P39053,P39054,P28843,Q61166,Q01279,Q6PIX5,Q61070,Q03137,P19096,A0A0B4J1G1,Q8BHN3,O08912,Q03249,P17439,Q9Z0E6,P50396,Q61598,P23242,Q9DC51,P21279,Q6R0H7,P63094,Q60631,P10922,P14483,P01899,P01901,P01898,Q61646,Q61411,P63038,P97411,Q60766,Q07113,Q9DCE9,P04441,Q6P549,P11688,O89051,F8VQ75,O35071,Q60875,Q9Z160,Q80Y17,Q91ZX7,P55302,Q3V009,P25911,P24668,P27046,P55258,Q8VDC1,Q7TSJ2,E9Q175,P46935,P70313,O35604,P46460,Q02819,O35685,P26618,P05622,Q61194,P05132,P16054,P47713,O88531,Q6PEB6,P0C605,P04925,Q61144,O09114,Q9WV91,P22437,P62821,P61027,P35283,P35293,P35279,Q6PAL8,P51150,Q921J2,P70335,Q9EPK2,Q6ZWZ6,Q9ES97,P56565,Q99JZ4,Q9Z315,O70305,O08547,O35382,Q61543,O70258,Q9Z266,O55042,Q61235,O09164,Q6PHU5,P22599,A0A0R4J0X5,Q00896,Q00897,Q00898,O08797,Q64310,P70280,P46096,P11983,P51807,P97390,Q6ZPF4,Q04736,P70296,Q9ERN0,P31938,Q63932,P63085,Q63844,Q9R0E1,Q9JLV5,Q9ESD7,Q60996,Q9QZI9,O55013,Q9QYE6,Q8CIG8,A0A0R4J049,Q8BJ48,Q91VU0,Q9CPT4,A6H6A9,Q9QYG0,Q9ESN9,Q62009,P98195,O55029,Q9JLI6,Q9JLM9,Q9JM52,Q8R361,Q8R3E3,Q8VDP6,P81117,O70480,Q9QZE7,O89116,Q91XH6,Q9Z2P8,Q9QXK3,Q9QZE5,Q91VW5,Q9JK38,Q9WVJ3,Q9JK48,Q61107,Q9JKC8,Q9R1R2,Q9Z1Z0,Q9JK23,O88597,P53811,Q9D0J4,Q9R0Q3,Q9WUL7,Q9JHH9,Q9R0M6,Q8K1E0,Q9DBR0,Q9CQW1,Q8VE70,Q9WV80,P61924,O35166,Q9JLN9,Q9JKK1,Q9JME7,P53994,P57716,Q9ES56,Q9QZ85,Q6ZWR6,Q9CR64,Q9CR20,Q9CQC9,Q91VH2,Q9CRA5,Q8VE47,D3YZZ5,Q9CQA1,Q9DBH5,P62071,Q9CQ56,Q9DC16,Q9ERB0,Q99KF1,Q8R3I3,Q9CQU3,Q9CZE3,Q99JY8,Q9EQG9,P58021,Q91XB7,Q8CCB4,Q9D281,Q9DCZ4,Q91V41,Q9D1D4,Q921L3,Q8CHY3,Q8R2Q8,Q4LDD4,Q3U0S6,Q9CZT8,Q8VEK0,Q3UHQ6,Q99JX3,Q9JIF7,Q9D0F3,Q99J09,Q8CDG3,Q8VDS8,Q8K558,Q6PD19,Q8K3K8,Q6ZQ38,Q5I012,Q80Y98,Q80XQ2,Q8BG26,Q6NVE8,Q7TQD2,Q8BXA1,Q9CXE7,Q3UPH1,Q8K1M6,E9PUD2,Q9DC29,Q6P5E6,Q9DBS1,Q91X51,Q9JIM5,Q68FE6,Q3UZP4,Q8K441,Q3B7Z2,Q9D1G1,Q921L5,Q8BRT1,Q8K2Q0,A0A087WQ31,Q80TV8,A0A087WS18,Q921C5,Q9CW79,Q8K221,Q8BRF7,Q99K28,Q9CX30,Q9D289,Q9D2V7,Q9EQC5,Q8VHI3,Q99P58,A0A0A6YXX3,Q9ESE1,A0A0A6YXL6,E9Q3Y4,Q9EP69,Q80YT7,Q9ET22,Q9D8B7,Q2TBE6,P60521,Q99K01,A0A0R4J034,Q9ERG2,Q8BWM0,D3YYU8,Q8VDI7,Q8BH24,A2A5R2,Q921M4,Q9ER00,A2A8Z1,Q70FJ1,Q8BZ03,Q5HZI1,Q8R1U1,Q8R1V4,Q8BZ98,Q8BND5,P61211,Q9DC28,Q8BGQ1,Q8R0H9,Q921E2,Q8CJ53,Q6DFZ1,Q8BKC8,Q8K021,Q8K212,Q3TIV9,Q9DB50,Q8BRK8,Q6PB93,E9Q512,Q99N57,Q8CG76,Q99MI1,Q923B6,Q8BMP6,Q8K1X1,Q6KAR6,Q8BXN9,G3X9K3,Q7SIG6,Q8C025,Q8CFE4,Q8C167,Q5XJY5,P59481,Q8VD75,Q8VCT3,P35282,Q68EF0,Q5SUH6,Q5SV85,Q8K2L8,Q8R1S0,E9PVZ8,E9QAH1,Q8C754,Q8BXK9,Q80UJ7,Q148V7,E9QAT4,Q8BVI5,Q9EPJ9,Q91W50,Q99LI2,Q4PZA2,Q99KY4,Q8BWZ3,Q6PIC6,P59016,Q7M6Y3,Q3UM29,Q6P1Y8,Q80XR2,Q8K273,Q8C0L8,Q80V26,Q5EBG6,Q5NCF2,Q68FE2,Q8BMI3,Q8BVL3,P55937,Q5H8C4,Q8BUK6,Q6NVF0,B2RXC1,A6H8H2,Q9JMH9,Q8K0G5,Q8BSE0,Q9CYL5,Q9CZ44"
59,Golgi cis cisterna,"Cytoplasm, Golgi apparatus",0,TRUE,6,"O35623,Q80Y17,P08905,P17897,Q9QYE6,Q921M4"
60,Golgi cisterna,"Cytoplasm, Golgi apparatus",0,TRUE,5,"O35623,P63038,Q9QYE6,Q9CRA5,Q8BVI5"
61,Golgi cisterna membrane,"Cytoplasm, Golgi apparatus",0,TRUE,6,"Q02819,Q61335,Q921M4,Q8BXN9,P35282,Q80XR2"
62,Golgi lumen,"Cytoplasm, Golgi apparatus",0,TRUE,7,"Q9QZF2,P51655,E9PZ16,Q05793,O09164,Q9R087,Q6PB93"
63,Golgi medial cisterna,"Cytoplasm, Golgi apparatus",0,TRUE,7,"P01899,P01901,P27046,Q61543,Q9QYE6,P81117,Q99JX3"
64,Golgi membrane,"Cytoplasm, Golgi apparatus",0,TRUE,75,"P84078,O35623,P49817,P60766,Q05421,P39054,Q6PIX5,Q9DC51,P01899,P01901,P01898,O35632,P97411,Q60766,Q9DCE9,P27046,P21440,P16054,P47713,P62821,P35279,P63001,O08547,Q01405,Q61543,Q9R233,P97390,O35609,Q61335,O55013,Q9QYE6,Q9ESN9,O55029,Q9QXK3,Q9QZE5,Q9Z1Z0,P53811,Q8K1E0,P61022,O35166,P53994,Q7TMY8,Q9EPB4,Q9DBH5,Q9DCZ4,Q9D1D4,Q99JX3,Q9D0F3,Q6PD19,Q8BXA1,Q91YD9,Q8K1M6,E9PUD2,Q99JY9,Q8K441,Q3B7Z2,Q8BRF7,Q9EP69,P60521,Q8BWM0,A2A5R2,Q921M4,G5E8V9,E9Q7G0,Q8BND5,Q8BKC8,Q8BMP6,G3X9K3,P59481,Q99KH8,Q9EPJ9,Q80XR2,Q8K273,P55937,Q9CYL5"
65,Golgi stack,"Cytoplasm, Golgi apparatus",0,TRUE,12,"P97411,P08905,P17897,P46460,Q9Z1Z0,Q9ES56,Q91V41,Q921L5,Q99P58,Q70FJ1,Q6DFZ1,Q6PB93"
66,Golgi to plasma membrane transport vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,1,Q68EF0
67,Golgi trans cisterna,"Cytoplasm, Golgi apparatus",0,TRUE,2,"O35623,Q9QYE6"
68,Golgi transport complex,"Cytoplasm, Golgi apparatus",0,TRUE,8,"P60766,Q9Z160,Q8R3I3,Q921L5,Q8R1U1,Q3UM29,Q8C0L8,Q8VCE1"
69,Golgi-associated vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,7,"O35598,O88512,P12023,Q7TSJ2,Q02819,Q9JIF7,Q8BRF7"
70,Golgi-associated vesicle membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,2,"O89051,E9Q3L2"
71,Grb2-EGFR complex,Plasma membrane,0,TRUE,1,Q60631
72,Grb2-Sos complex,Plasma membrane,0,TRUE,1,Q60749
73,H zone,Cytoplasm,0,TRUE,1,Q91ZU6
74,HFE-transferrin receptor complex,Plasma membrane,0,TRUE,4,"P01887,P70387,Q921I1,Q62351"
75,HSP90-CDC37 chaperone complex,Cytoplasm,0,TRUE,2,"Q61081,P11499"
76,Hrd1p ubiquitin ligase ERAD-L complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,2,"Q9Z2G6,Q99J56"
77,I band,Cytoplasm,0,TRUE,12,"P45591,P23927,P14602,Q9Z2C5,P09542,P56565,O70548,O08539,Q5DTJ9,Q9D783,Q3UIJ9,Q8CI12"
78,IRE1-TRAF2-ASK1 complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,1,O35099
79,IkappaB kinase complex,Cytoplasm,0,TRUE,3,"O88351,Q9EPB4,Q99MI1"
80,Ino80 complex,Nucleus,0,TRUE,4,"Q9WTM5,Q9WUP7,Q9Z2N8,P60122"
81,Ku70:Ku80 complex,Nucleus,0,TRUE,2,"P23475,P27641"
82,L-cysteine desulfurase complex,Cytoplasm,0,TRUE,2,"O35943,Q8K215"
83,L-type voltage-gated calcium channel complex,Plasma membrane,0,TRUE,3,"Q01815,O08532,Q8CC27"
84,M band,Cytoplasm,0,TRUE,14,"Q02357,P23927,O70433,P14602,Q62234,Q14BI5,P56565,Q62261,Q9DC77,Q3UHZ5,Q8C8R3,Q6PD03,A2AUC9,Q8CI12"
85,MHC class I peptide loading complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,9,"P01887,P14211,P27773,P01899,P01901,P21958,P36371,Q9R233,Q9JJ59"
86,MHC class I protein complex,Plasma membrane,0,TRUE,4,"P01887,P01899,P01901,P01898"
87,MHC class II protein complex,Plasma membrane,0,TRUE,4,"P01887,P14434,P14483,P04441"
88,MHC class Ib protein complex,Plasma membrane,0,TRUE,3,"P01899,P01901,P01898"
89,MICOS complex,"Cytoplasm, Mitochondrion",0,TRUE,10,"Q9CRB9,Q91VN4,Q78IK4,Q9DCZ4,Q8CAQ8,E9Q800,E9QAY6,Q7TNL9,Q8R404,Q5U458"
90,MLL1 complex,Nucleus,0,TRUE,4,"Q9WTM5,P60122,Q8CCF0,P61965"
91,MLL3/4 complex,Nucleus,0,TRUE,1,P61965
92,MMXD complex,Cytoskeleton,0,TRUE,3,"P51881,Q99KN2,Q9D071"
93,MPP7-DLG1-LIN7 complex,Plasma membrane,0,TRUE,2,"Q811D0,O88952"
94,Mon1-Ccz1 complex,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,1,Q6PDG8
95,Myb complex,Nucleus,0,TRUE,2,"Q68FD5,Q8BTM8"
96,NADPH oxidase complex,Plasma membrane,0,TRUE,2,"Q61462,Q61093"
97,NF-kappaB complex,Nucleus,0,TRUE,2,"Q04207,P62908"
98,NF-kappaB p50/p65 complex,Nucleus,0,TRUE,1,Q04207
99,NLRP1 inflammasome complex,Cytoplasm,0,TRUE,1,Q9EPB4
100,NLRP3 inflammasome complex,Cytoplasm,0,TRUE,3,"Q62167,Q9EPB4,Q9D8T2"
101,NMDA selective glutamate receptor complex,Plasma membrane,0,TRUE,1,Q08509
102,NURF complex,Nucleus,0,TRUE,1,Q60972
103,NatA complex,Cytoplasm,0,TRUE,2,"Q9QY36,Q6PGB6"
104,NatB complex,Cytoplasm,0,TRUE,2,"P61600,Q8BWZ3"
105,NatC complex,Cytoplasm,0,TRUE,1,Q8CES0
106,Noc1p-Noc2p complex,Nucleus,0,TRUE,1,O89110
107,NuA4 histone acetyltransferase complex,Nucleus,0,TRUE,5,"P60710,Q9WTM5,Q9Z2N8,P60122,Q8BFZ3"
108,NuRD complex,Nucleus,0,TRUE,5,"Q60737,P70288,Q60972,Q6PDQ2,Q60973"
109,P granule,Cytoplasm,0,TRUE,5,"Q62167,P23249,Q62095,Q9CR86,P62309"
110,P-TEFb complex,Nucleus,0,TRUE,1,Q99J95
111,P-body,Cytoplasm,0,TRUE,27,"P54823,P63073,P23249,Q64337,P49722,O88685,Q04750,Q9R1P0,Q9QUM9,O35900,Q9QXD8,Q9QXA5,Q60865,Q6ZWR6,Q8K2F8,P62488,Q9DAR7,Q8C5L3,Q8CBY1,P62313,Q80U78,P58544,Q8CI75,Q8BYK6,Q6ZQ08,Q3UJB9,Q8CJG0"
112,"PAM complex, Tim23 associated import motor","Cytoplasm, Mitochondrion",0,TRUE,3,"Q99LP6,Q9CQV1,Q9CQV7"
113,PAS complex,"Cytoplasm, Vacuole",0,TRUE,1,Q80WQ2
114,PCNA complex,Nucleus,0,TRUE,1,P17918
115,PCNA-p21 complex,Nucleus,0,TRUE,1,P17918
116,PML body,Nucleus,0,TRUE,14,"P60229,Q64337,Q60953,Q9Z172,P63280,P63166,Q9JLN9,Q99LX0,Q8VEE4,Q5FW52,Q91XV3,Q99PP9,Q99J95,P61957"
117,PcG protein complex,Nucleus,0,TRUE,5,"Q60737,O54833,P67871,Q9WTX5,Q80X50"
118,RAVE complex,Cytoplasm,0,TRUE,1,Q6PNC0
119,RNA polymerase I complex,Nucleus,0,TRUE,1,Q923G2
120,RNA polymerase II transcription regulator complex,Nucleus,0,TRUE,12,"P17095,Q99020,O35632,P28705,P42227,Q62318,Q8VEK3,Q99K48,Q9WVG6,Q9D6N5,Q8VIJ6,Q6PDQ2"
121,RNA polymerase II transcription repressor complex,Nucleus,0,TRUE,1,P70288
122,"RNA polymerase II, core complex",Nucleus,0,TRUE,7,"P08775,P97760,Q6P6I6,P62488,Q3UIJ9,Q8CFI7,Q923G2"
123,"RNA polymerase II, holoenzyme",Nucleus,0,TRUE,4,"E9Q175,Q6P6I6,Q9CSU0,Q3UIJ9"
124,RNA polymerase III complex,Nucleus,0,TRUE,1,Q923G2
125,Rab-protein geranylgeranyltransferase complex,Cytoplasm,0,TRUE,2,"P53612,Q9JHK4"
126,Ragulator complex,"Cytoplasm, Endosome, Vacuole, Intracellular vesicle",0,TRUE,3,"O88653,Q9CQ22,Q9JHS3"
127,SAM complex,"Cytoplasm, Mitochondrion",0,TRUE,3,"O88441,Q8BGH2,Q5U458"
128,SCAR complex,Cytoplasm,0,TRUE,6,"Q8CBW3,Q7TMB8,Q80VJ2,P28660,Q8BYZ1,Q8BH43"
129,SMN complex,Cytoplasm,0,TRUE,2,"Q9Z1Z2,Q8BX17"
130,SMN-Gemin2 complex,Nucleus,0,TRUE,1,Q8BX17
131,SMN-Sm protein complex,Cytoplasm,0,TRUE,8,"P62315,P62305,Q9Z1Z2,P62320,P62309,P62307,P62317,Q8BX17"
132,SNARE complex,Cytoplasm,0,TRUE,29,"O35623,O08547,O09044,P70452,P70280,Q64332,P63044,P63024,O70404,O70480,O89116,Q91XH6,O88983,Q8K1E0,Q9CQW1,O35166,Q9JKK1,Q9CQ56,Q9ERB0,Q9D0I4,Q8R570,Q91YJ2,Q8VDS8,Q8K400,Q9ER00,Q9CWZ7,Q9DB05,Q6QD59,Q8BVI5"
133,SUMO activating enzyme complex,Nucleus,0,TRUE,2,"Q9Z1F9,Q9R1T2"
134,SWI/SNF complex,Nucleus,0,TRUE,1,Q9Z2N8
135,SWI/SNF superfamily-type complex,Nucleus,0,TRUE,1,Q9Z2N8
136,Scrib-APC-beta-catenin complex,Cytoplasm,0,TRUE,1,Q02248
137,Sec61 translocon complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,3,"Q62186,P61620,Q9CQS8"
138,Sec62/Sec63 complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,1,Q8VHE0
139,Set1C/COMPASS complex,Nucleus,0,TRUE,2,"Q8BFQ4,P61965"
140,Sin3 complex,Nucleus,0,TRUE,2,"Q60737,P70288"
141,Ski complex,Cytoplasm,0,TRUE,3,"Q9ERF3,Q6NZR5,F8VPK0"
142,Ssh1 translocon complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,1,P60060
143,Swi5-Sfr1 complex,Nucleus,0,TRUE,1,Q8BP27
144,Swr1 complex,Nucleus,0,TRUE,3,"Q9WTM5,P60122,P97822"
145,T cell receptor complex,Plasma membrane,0,TRUE,4,"P48025,P31809,Q8R5A3,Q99JB2"
146,T-tubule,Plasma membrane,0,TRUE,32,"G5E8K5,Q8VDN2,P14094,Q01815,O08532,P51637,P15116,Q811D0,P05202,Q61743,P26041,P16054,P48453,Q8K1M3,O70622,P14142,Q68FL0,G3X9J1,P70414,Q61165,P70170,P26040,Q9ESD7,O08539,Q9Z239,Q68FD5,Q6PIE5,Q6PHZ2,Q6P069,Q8C8R3,E9Q9K8,Q6Q477"
147,TAP complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,3,"P27773,P21958,P36371"
148,TEAD-YAP complex,Nucleus,0,TRUE,1,P46938
149,THO complex,Nucleus,0,TRUE,3,"Q8R3N6,B1AZI6,Q5U4D9"
150,THO complex part of transcription export complex,Nucleus,0,TRUE,4,"Q8VE80,Q8R3N6,B1AZI6,Q5U4D9"
151,TIM22 mitochondrial import inner membrane insertion complex,"Cytoplasm, Mitochondrion",0,TRUE,3,"Q9CQ85,Q8BGX2,Q9ESW4"
152,TIM23 mitochondrial import inner membrane translocase complex,"Cytoplasm, Mitochondrion",0,TRUE,5,"Q9Z0V7,Q9CQV1,Q9D880,P60603,Q8CCM6"
153,TRAMP complex,Nucleus,0,TRUE,1,Q9CZU3
154,TRAPPI protein complex,Cytoplasm,0,TRUE,1,Q9CQA1
155,TRAPPII protein complex,"Cytoplasm, Endosome, Golgi apparatus, Intracellular vesicle",0,TRUE,1,Q9CQA1
156,TRAPPIII protein complex,"Cytoplasm, Golgi apparatus",0,TRUE,2,"Q9CQA1,Q3TIR1"
157,TRC complex,Cytoplasm,0,TRUE,1,Q8BJU0
158,TSC1-TSC2 complex,Cytoplasm,0,TRUE,1,Q9EP53
159,U1 snRNP,Nucleus,0,TRUE,14,"Q62241,Q62376,P62315,P62305,Q62189,Q9R1C7,Q9CYI4,P62320,Q5SUF2,P62309,P62307,P62317,Q7TNC4,E9QJV4"
160,U12-type spliceosomal complex,Nucleus,0,TRUE,14,"O35286,P62315,P62305,P62960,P59708,Q9CQQ8,P62320,P62309,P83870,P62307,Q921M3,P62317,Q8QZY9,Q3UJB0"
161,U2 snRNP,Nucleus,0,TRUE,14,"P62315,P62305,P59708,P62320,Q8K4Z5,Q6NV83,P62309,P83870,P57784,Q8BGC0,Q9D554,Q921M3,P62317,Q3UJB0"
162,U2-type catalytic step 1 spliceosome,Nucleus,0,TRUE,6,"Q99KP6,Q69ZQ2,Q9CWZ3,Q99PV0,Q91VC3,Q6P4T2"
163,U2-type catalytic step 2 spliceosome,Nucleus,0,TRUE,19,"Q8CFQ3,O08810,P62315,P62305,Q99KP6,Q922V4,Q9QZH3,Q9CSN1,Q6PE01,P63154,P62320,P62309,Q9D0W5,P57784,P62307,Q6A068,Q8BTI8,P62317,Q99PV0"
164,U2-type post-mRNA release spliceosomal complex,Nucleus,0,TRUE,1,O35286
165,U2-type precatalytic spliceosome,Nucleus,0,TRUE,32,"Q9Z315,O08810,P62315,P62305,Q9D0T1,Q9Z1M8,P83877,O35900,Q9QXA5,Q9CQQ8,Q14B01,P62320,Q8K4Z5,P62309,P83870,Q91YR7,P57784,Q8CCF0,P62307,Q9DAW6,Q922U1,Q3UKJ7,Q9D554,Q8BTI8,Q6ZWM4,P62313,Q921M3,P62317,Q8QZY9,Q99PV0,Q3UJB0,Q6P4T2"
166,U2-type prespliceosome,Nucleus,0,TRUE,10,"Q62376,P26369,Q9R1C7,Q9CQQ8,Q9CYI4,Q8K4Z5,Q5SUF2,P62309,Q7TNC4,E9QJV4"
167,U2-type spliceosomal complex,Nucleus,0,TRUE,5,"P59708,Q14B01,Q8K4Z5,Q8BGC0,Q3UJB0"
