Protein.Group,Markers,markers
A0A075B5L0,unknown,unknown
A0A075B5M7,unknown,unknown
A0A075B5N9,unknown,unknown
A0A075B5P3;A0A0A6YVP0,unknown,unknown
A0A075B5P3;A0A0A6YVP0;A0A0A6YY53;F6TQW2,unknown,unknown
A0A075B5P4;A0A0A6YWR2,unknown,unknown
A0A075B5P5;A0A1Y7VJN6,unknown,unknown
A0A075B5R5,unknown,unknown
A0A075B5S2,unknown,unknown
A0A075B5T2,unknown,unknown
A0A075B5T2;A0A075B5T3,unknown,unknown
A0A075B5T3,unknown,unknown
A0A075B5V0,unknown,unknown
A0A075B5V1,unknown,unknown
A0A075B5Y4,unknown,unknown
A0A075B5Y4;A0A0A6YXN4,unknown,unknown
A0A075B663,unknown,unknown
A0A075B680;A0A0A6YXZ4;A0A0G2JFL3,unknown,unknown
A0A075B6A3;A0A0A6YXW6,unknown,unknown
A0A087WNW8;A0A087WP42;A0A087WQ31;A0A087WQ95;A0A087WRE8;A0A087WRK0;A0A087WS18;A0A0A6YXZ1;A0A0N4SUT7;J3QP81,unknown,unknown
A0A087WP24;A0A087WPF8;A0A087WRJ2;A0A087WSR2;E9QN99,unknown,unknown
A0A087WPL5;E9QNN1,unknown,unknown
A0A087WQH8,unknown,unknown
A0A087WQS0;A0A1D5RM59;E9Q0S6,unknown,unknown
A0A087WR45;Q3UKG2,unknown,unknown
A0A087WSE3;E9QQ25,unknown,unknown
A0A087WSK5;A0A0R4J078,unknown,unknown
A0A087WSP5;Q8C3V4;Q99K94,unknown,unknown
A0A0A0MQC1,unknown,unknown
A0A0A6YW07;Q80ZJ2;Q924B0,unknown,unknown
A0A0A6YX73;Q8K1M3,unknown,unknown
A0A0A6YXL6;A0A0A6YXX3;A0A1D5RM41;E9Q3Y4,unknown,unknown
A0A0A6YXQ0,unknown,unknown
A0A0A6YXS5;A0A0R4J0Q2;D3YUD3;D3YUL8;D3Z230;E9Q9A0;E9QAD0;F6R4N2;F6V2U0;Q3UEQ1,unknown,unknown
A0A0A6YY53;F6TQW2,unknown,unknown
A0A0A6YY83;E9Q2S0,unknown,unknown
A0A0A6YYE7;A0A0B4J1I9,unknown,unknown
A0A0B4J1G1,unknown,unknown
A0A0B4J1I9,unknown,unknown
A0A0G2JDV3,unknown,unknown
A0A0G2JDY6;A0A0G2JGI1,unknown,unknown
A0A0G2JE99,unknown,unknown
A0A0G2JFH2,unknown,unknown
A0A0J9YKD4,unknown,unknown
A0A0J9YTR2,unknown,unknown
A0A0J9YTU1;E9Q1Q9,unknown,unknown
A0A0J9YUD5;B9EJ54,unknown,unknown
A0A0N4SVS6,unknown,unknown
A0A0R4J034,unknown,unknown
A0A0R4J049,unknown,unknown
A0A0R4J050;A0A1L1SRC1;A0A1L1SRW7;A0A1L1SS90,unknown,unknown
A0A0R4J083,unknown,unknown
A0A0R4J094,unknown,unknown
A0A0R4J0I1,unknown,unknown
A0A0R4J0S1,unknown,unknown
A0A0R4J0X5,unknown,unknown
A0A0R4J140;Z4YLI8,unknown,unknown
A0A0R4J174,unknown,unknown
A0A0R4J196;E9PUD1;F6WNT4;F8WH31,unknown,unknown
A0A0R4J1L2;F6ZFU0,unknown,unknown
A0A0R4J1T1;Z4YJR7,unknown,unknown
A0A0R4J256,unknown,unknown
A0A0R4J259;G3UXJ6;G3UZ48;G3UZI2,unknown,unknown
A0A0U1RNT4;J3QPY0,unknown,unknown
A0A0U1RP81,unknown,unknown
A0A140LHD4;A0A140LHT6;A0A140LI38;E9QPQ8,unknown,unknown
A0A140LHH8;E9Q8T1,unknown,unknown
A0A140T8M1,unknown,unknown
A0A140T8M5,unknown,unknown
A0A1B0GR60;Q9CPX4,unknown,unknown
A0A1B0GRV0,unknown,unknown
A0A1L1SQ41;J3QNU1,unknown,unknown
A0A1L1SQ51;A0A1L1SQP9;A0A1L1SRI1;E9PUM4;Q8CDM9,unknown,unknown
A0A1L1SS44;Q60709,unknown,unknown
A0A1L1SSF8,unknown,unknown
A0A1L1ST86,unknown,unknown
A0A1L1SUC4,unknown,unknown
A0A1L1SUI3;A0A1L1SUV7;Q9D1F9,unknown,unknown
A0A1W2P7A1;F7AEH4;Q6ZWZ6,unknown,unknown
A0A1W2P7G5;A0A1W2P7J1,unknown,unknown
A0A1W2P7G5;A0A1W2P7J1;A0A1W2P8D4,unknown,unknown
A0A1W2P870,unknown,unknown
A0A1Y7VM45;E9QJV4,unknown,unknown
A0A1Y7VMN0;F8VPK5,unknown,unknown
A0A286YCV9;E9Q4K7,unknown,unknown
A0A286YCX6,unknown,unknown
A0A286YDI8;G3X972,unknown,unknown
A0A286YDX6;F8VQ75,unknown,unknown
A0A2I3BPL1;A0A2I3BPW0;A0A2I3BS20,unknown,unknown
A0A2I3BQS8,unknown,unknown
A0A2I3BRM6,unknown,unknown
A0A2I3BRX9,unknown,unknown
A0A2R8VHL8;A0A2R8VHP9;A0A2R8VHY9;A0A2R8VHZ0;A0A2R8VI92;A0A2R8VJY1;A0A2R8VKF0;Q3TT81,unknown,unknown
A0A2R8VI94,unknown,unknown
A0A2R8VJW0,unknown,unknown
A0A338P6I9,unknown,unknown
A0A338P6K2,unknown,unknown
A0A338P6N4,unknown,unknown
A0A338P776,unknown,unknown
A0A338P776;F7D3P8,unknown,unknown
A0A338P7G3,unknown,unknown
A0A338P7G3;F7D3P8,unknown,unknown
A0A3Q4EBU5;G3X9J1;G5E8Y0;Q68FL0,unknown,unknown
A0A494B9G1,unknown,unknown
A0A494BBE3;G3X8R0,unknown,unknown
A0A571BDS0,unknown,unknown
A0A571BE98,unknown,unknown
A0A571BEC9,unknown,unknown
A0A571BEE9;A0A7P0A164,unknown,unknown
A0A571BEI2,unknown,unknown
A0A5F8MPH8,unknown,unknown
A0A5F8MPI9;A1L338;Q3UGX8;Q3UHC1;Q91ZZ2,unknown,unknown
A0A5F8MPJ2,unknown,unknown
A0A5F8MPJ2;A0A668KL65,unknown,unknown
A0A668KL51,unknown,unknown
A0A668KL51;Q91VA7,unknown,unknown
A0A668KLG2,unknown,unknown
A0A7N9VR94,unknown,unknown
A1BN54,unknown,unknown
A1L3P4,unknown,unknown
A2A432;Q3TCH7,unknown,unknown
A2A5R2,unknown,unknown
A2A5R2;G3X9K3,unknown,unknown
A2A5Y6,unknown,unknown
A2A7S7,unknown,unknown
A2A8U2,NU_1,NU_1
A2A8Z1,unknown,unknown
A2AAJ9,unknown,unknown
A2ADF7,unknown,unknown
A2ADY9,unknown,unknown
A2AFK4,unknown,unknown
A2AFQ2;Q99N15,unknown,unknown
A2AG06,unknown,unknown
A2AGT5,unknown,unknown
A2AIG8,unknown,unknown
A2AIL4,unknown,unknown
A2AIM4,unknown,unknown
A2AJI0,unknown,unknown
A2AJI1;A8Y5P4,unknown,unknown
A2AJW4,unknown,unknown
A2AKD7,unknown,unknown
A2AKG8,unknown,unknown
A2AKU9,unknown,unknown
A2AKU9;Q8C2Q8,unknown,unknown
A2AL76;A2AL77;A2AL78;Q9CR06,unknown,unknown
A2AMM0,unknown,unknown
A2AMW0,unknown,unknown
A2AN08,unknown,unknown
A2API8,unknown,unknown
A2APY7,unknown,unknown
A2AQ07,unknown,unknown
A2AQ07;P68372;P99024;Q7TMM9;Q922F4;Q9CWF2;Q9D6F9;Q9ERD7,unknown,unknown
A2AQ25,unknown,unknown
A2AQX6,unknown,unknown
A2ARP1,unknown,unknown
A2ARP1;Q6ZQB6,unknown,unknown
A2ASQ1,unknown,unknown
A2ASS6,unknown,unknown
A2AST1;E9Q8Q6,unknown,unknown
A2AT93,unknown,unknown
A2AUC9,unknown,unknown
A2AVZ9,unknown,unknown
A2AWA9,unknown,unknown
A2AWP8,unknown,unknown
A2BDX3,unknown,unknown
A2CG49,unknown,unknown
A2CG49;Q9CWR0,unknown,unknown
A2RSY6,unknown,unknown
A3KFU5;A3KFU8;Q6PHQ9;Q91YZ8,unknown,unknown
A3KFX0,unknown,unknown
A3KG59,unknown,unknown
A3KGF9,unknown,unknown
A3KGS3,unknown,unknown
A3KMP2,unknown,unknown
A4UUI3,unknown,unknown
A4UUI3;Q8BTS3,unknown,unknown
A6H5Y3,unknown,unknown
A6H611,unknown,unknown
A6H630,unknown,unknown
A6H6A9,unknown,unknown
A6H6E2,unknown,unknown
A6H6E9,unknown,unknown
A6H8H2,unknown,unknown
A6PWS5,unknown,unknown
A6X8Z5,unknown,unknown
A6X935,unknown,unknown
A6X940,unknown,unknown
A8DUK4,unknown,unknown
A9XX86;Q8JZN1,unknown,unknown
B0QZL1,unknown,unknown
B1APX2,unknown,unknown
B1AR13,unknown,unknown
B1AR69,unknown,unknown
B1ART1;B1ART2,unknown,unknown
B1ASP2,unknown,unknown
B1AVD1,unknown,unknown
B1AVZ0,unknown,unknown
B1AY13,unknown,unknown
B1AYL1,unknown,unknown
B1AZI6,unknown,unknown
B1AZP2,unknown,unknown
B2M1R6,unknown,unknown
B2RPV6,unknown,unknown
B2RQ71;B7ZMZ7;E9PWR4,unknown,unknown
B2RQC6,unknown,unknown
B2RRE7,unknown,unknown
B2RSH2;P08752,unknown,unknown
B2RSH2;P08752;P18872;Q9DC51,unknown,unknown
B2RSH2;P08752;Q9DC51,unknown,unknown
B2RUF0,unknown,unknown
B2RUR8,unknown,unknown
B2RVY9,unknown,unknown
B2RXC1,unknown,unknown
B2RXQ2;B2RXW8,unknown,unknown
B2RXR6,unknown,unknown
B2RXS4,CM_1,CM_1
B2RXT3,unknown,unknown
B2RY56,unknown,unknown
B7ZCI2,unknown,unknown
B7ZMP1,unknown,unknown
B7ZMP8,unknown,unknown
B7ZMP8;V9GWW6,unknown,unknown
B8JJ66;B8JJ69,unknown,unknown
B8JK39,CM_1,CM_1
B8ZXI1,unknown,unknown
B9EJ86,unknown,unknown
B9EJR8,unknown,unknown
C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2,unknown,unknown
C0HKG5;C0HKG6,unknown,unknown
D3YVF0,unknown,unknown
D3YWT1;D3Z3N4,unknown,unknown
D3YXK2,unknown,unknown
D3YXK2;Q80YR5,unknown,unknown
D3YYM6;D3Z1S8;Q91V55,unknown,unknown
D3YYU8,unknown,unknown
D3YZP9,unknown,unknown
D3YZZ5;E9Q7G1,unknown,unknown
D3Z0M9,unknown,unknown
D3Z0N2,unknown,unknown
D3Z0Y2;Q6GT24,unknown,unknown
D3Z2N7;E9Q3X0,unknown,unknown
D3Z4B0;E9Q6E5;F6RDI8;Q3UIX4,unknown,unknown
D3Z4I3,unknown,unknown
D3Z4J9,unknown,unknown
D3Z5G7,unknown,unknown
D3Z6F5,unknown,unknown
D3Z6F5;D6RJ16,unknown,unknown
D3Z6I8;E9Q7Q3,unknown,unknown
D3Z6Q9,unknown,unknown
D3Z6Z0;D3Z789;Q78ZM0,unknown,unknown
D3Z7P3,unknown,unknown
D3Z7Q2,unknown,unknown
D3Z7X0,unknown,unknown
D4AFX7;G3X922,unknown,unknown
D6RFU9,unknown,unknown
D6RJ16,unknown,unknown
D9J301;D9J302,unknown,unknown
D9J301;D9J302;D9J303;E9Q8P5;F8WJI6,unknown,unknown
D9J303;E9Q8P5;F8WJI6,unknown,unknown
E0CY96;G3X8S8,unknown,unknown
E0CYH4,unknown,unknown
E9PUD2,unknown,unknown
E9PUM5;E9Q8B5;E9Q8B6,unknown,unknown
E9PV24,unknown,unknown
E9PV38,unknown,unknown
E9PVA8,unknown,unknown
E9PVU0;E9Q175,unknown,unknown
E9PVZ8;E9QAH1,unknown,unknown
E9PWE8,unknown,unknown
E9PWI3,unknown,unknown
E9PWZ3,unknown,unknown
E9PX16;G5E902,unknown,unknown
E9PYD1,unknown,unknown
E9PYG6,unknown,unknown
E9PYI7;F6TFN2,unknown,unknown
E9PYJ9,unknown,unknown
E9PYK3,unknown,unknown
E9PYP2,unknown,unknown
E9PZ16,unknown,unknown
E9PZP8,unknown,unknown
E9Q0F0,unknown,unknown
E9Q1G8,unknown,unknown
E9Q236,unknown,unknown
E9Q394,unknown,unknown
E9Q3L2,unknown,unknown
E9Q401,ER_2,ER_2
E9Q414,unknown,unknown
E9Q447,unknown,unknown
E9Q453;E9Q455;E9Q456;G5E8R0;G5E8R1;G5E8R2,unknown,unknown
E9Q4Z2,unknown,unknown
E9Q4Z2;Q5SWU9,unknown,unknown
E9Q512,unknown,unknown
E9Q555,unknown,unknown
E9Q557,unknown,unknown
E9Q5J9,unknown,unknown
E9Q616,unknown,unknown
E9Q6B2,unknown,unknown
E9Q6P5,unknown,unknown
E9Q6R7,unknown,unknown
E9Q735,unknown,unknown
E9Q7G0,unknown,unknown
E9Q7N6;Q3V1B8,unknown,unknown
E9Q7X6,unknown,unknown
E9Q800;E9QAY6,unknown,unknown
E9Q8I9,unknown,unknown
E9Q912,unknown,unknown
E9Q9K5,unknown,unknown
E9Q9K8,unknown,unknown
E9Q9R9,unknown,unknown
E9Q9T8;Q3UIK0,unknown,unknown
E9QA15,unknown,unknown
E9QAE3,unknown,unknown
E9QAT4,unknown,unknown
E9QB02;F6W0G8,unknown,unknown
E9QJX9;Q9QXJ2,unknown,unknown
E9QP49,unknown,unknown
E9QP62;Q9D7B2,unknown,unknown
F2Z3U3;F2Z4B7;G5E867,unknown,unknown
F6RDM4,unknown,unknown
F6TFN2,unknown,unknown
F6ZDS4,unknown,unknown
F6ZGN3,unknown,unknown
F7AGE9,unknown,unknown
F7AI87,unknown,unknown
F7CBP1;G3XA17,unknown,unknown
F7D3P8,unknown,unknown
F7DBQ0;Q3TML0,unknown,unknown
F8VPK0,unknown,unknown
F8VPN4,unknown,unknown
F8VPP8,unknown,unknown
F8VQ05,unknown,unknown
F8VQC1,unknown,unknown
F8VQJ3,unknown,unknown
F8WHN4,unknown,unknown
F8WHT3,unknown,unknown
F8WIE5,unknown,unknown
F8WIT2,unknown,unknown
F8WIU1;H7BXB9,unknown,unknown
G3UXF4,unknown,unknown
G3UXW9,unknown,unknown
G3UXX3;Q91XH5,unknown,unknown
G3UY52,unknown,unknown
G3UZ78,unknown,unknown
G3UZZ3,unknown,unknown
G3X8U3,unknown,unknown
G3X8Y1,unknown,unknown
G3X975,unknown,unknown
G3X9E8,unknown,unknown
G3X9K3,unknown,unknown
G3X9Q1,unknown,unknown
G5E829,CM_1,CM_1
G5E829;Q6Q477,unknown,unknown
G5E870,unknown,unknown
G5E895,unknown,unknown
G5E8J6,unknown,unknown
G5E8K5,unknown,unknown
G5E8K5;Q02357,unknown,unknown
G5E8K5;Q02357;Q8C8R3,unknown,unknown
G5E8K5;Q8C8R3,unknown,unknown
G5E8Q8,unknown,unknown
G5E8V9,unknown,unknown
G5E8Z3,unknown,unknown
G5E924,unknown,unknown
H3BLA9,unknown,unknown
J3QN89;Q3TJ22,unknown,unknown
J3QPC5,unknown,unknown
O08528,unknown,unknown
O08528;P17710,unknown,unknown
O08529,unknown,unknown
O08530,unknown,unknown
O08532,unknown,unknown
O08539,unknown,unknown
O08547,unknown,unknown
O08553,unknown,unknown
O08553;P97427,unknown,unknown
O08553;Q62188,unknown,unknown
O08573,unknown,unknown
O08579,unknown,unknown
O08582,unknown,unknown
O08583,unknown,unknown
O08585,unknown,unknown
O08586,unknown,unknown
O08599,unknown,unknown
O08600,unknown,unknown
O08605,unknown,unknown
O08638,unknown,unknown
O08638;Q61879,unknown,unknown
O08638;Q61879;Q6URW6,unknown,unknown
O08638;Q61879;Q6URW6;Q8VDD5,unknown,unknown
O08638;Q61879;Q8VDD5,unknown,unknown
O08638;Q6URW6,unknown,unknown
O08638;Q6URW6;Q8VDD5,unknown,unknown
O08638;Q8VDD5,unknown,unknown
O08663,unknown,unknown
O08677,unknown,unknown
O08709,unknown,unknown
O08715,unknown,unknown
O08734,unknown,unknown
O08738,unknown,unknown
O08739,unknown,unknown
O08742,unknown,unknown
O08749,unknown,unknown
O08756,unknown,unknown
O08759,unknown,unknown
O08784,unknown,unknown
O08788,unknown,unknown
O08795,ER_1,ER_1
O08797,unknown,unknown
O08804,unknown,unknown
O08807,ER_1,ER_1
O08807;P35700,unknown,unknown
O08808,unknown,unknown
O08810,unknown,unknown
O08810;P58252,unknown,unknown
O08848,unknown,unknown
O08911,unknown,unknown
O08912,unknown,unknown
O08915,unknown,unknown
O08917,CM_1,CM_1
O08992,unknown,unknown
O08997,unknown,unknown
O09005,unknown,unknown
O09044,unknown,unknown
O09061,PX_1,PX_1
O09110,unknown,unknown
O09110;P70236,unknown,unknown
O09111,MITO_1,MITO_1
O09114,unknown,unknown
O09117,unknown,unknown
O09118,unknown,unknown
O09131,unknown,unknown
O09159,unknown,unknown
O09161,unknown,unknown
O09164,unknown,unknown
O09167,unknown,unknown
O09172,unknown,unknown
O09174,unknown,unknown
O35071,unknown,unknown
O35071;Q60575,unknown,unknown
O35074,unknown,unknown
O35075,GE_1,GE_1
O35083,unknown,unknown
O35098,unknown,unknown
O35099,unknown,unknown
O35114,unknown,unknown
O35129,unknown,unknown
O35143,unknown,unknown
O35166,unknown,unknown
O35206,unknown,unknown
O35215,unknown,unknown
O35226,PX_1,PX_1
O35250,unknown,unknown
O35286,unknown,unknown
O35295,unknown,unknown
O35309,unknown,unknown
O35326,unknown,unknown
O35326;Q3TWW8;Q8VE97,unknown,unknown
O35343,unknown,unknown
O35343;O35344,unknown,unknown
O35344,unknown,unknown
O35345,unknown,unknown
O35345;Q60960,unknown,unknown
O35350,unknown,unknown
O35379,unknown,unknown
O35381,unknown,unknown
O35382,unknown,unknown
O35386,unknown,unknown
O35387,unknown,unknown
O35435,unknown,unknown
O35459,unknown,unknown
O35465,unknown,unknown
O35551,unknown,unknown
O35566,unknown,unknown
O35593,PX_1,PX_1
O35598,unknown,unknown
O35604,unknown,unknown
O35609,GE_1,GE_1
O35623,unknown,unknown
O35632,unknown,unknown
O35639,unknown,unknown
O35643,unknown,unknown
O35643;Q9DBG3,unknown,unknown
O35658,unknown,unknown
O35678,unknown,unknown
O35680,unknown,unknown
O35682,unknown,unknown
O35683,unknown,unknown
O35685,unknown,unknown
O35691,NU_2,NU_2
O35711,unknown,unknown
O35711;Q8C8U0,unknown,unknown
O35737,unknown,unknown
O35737;P70333,unknown,unknown
O35737;P70333;Q9Z2X1,unknown,unknown
O35737;Q9Z2X1,unknown,unknown
O35841,unknown,unknown
O35855,unknown,unknown
O35857,unknown,unknown
O35864,unknown,unknown
O35887,ER_1,ER_1
O35900,unknown,unknown
O35930,unknown,unknown
O35943,unknown,unknown
O35945,unknown,unknown
O35945;P24549,unknown,unknown
O35945;P24549;P47738;Q62148;Q9CZS1,unknown,unknown
O35955,PX_1,PX_1
O35972,unknown,unknown
O54724,unknown,unknown
O54734,ER_2,ER_2
O54754,unknown,unknown
O54774,unknown,unknown
O54781,unknown,unknown
O54786,unknown,unknown
O54824,unknown,unknown
O54825,unknown,unknown
O54833,unknown,unknown
O54865,unknown,unknown
O54879,unknown,unknown
O54890,unknown,unknown
O54901,unknown,unknown
O54916,unknown,unknown
O54940,unknown,unknown
O54950,unknown,unknown
O54950;Q91WG5,unknown,unknown
O54962,unknown,unknown
O54984,unknown,unknown
O54988,unknown,unknown
O54988;O55098,unknown,unknown
O55003,MITO_1,MITO_1
O55013,unknown,unknown
O55022,unknown,unknown
O55022;Q80UU9,unknown,unknown
O55023,unknown,unknown
O55026,CM_1,CM_1
O55028,unknown,unknown
O55029,unknown,unknown
O55042,unknown,unknown
O55057,unknown,unknown
O55060,unknown,unknown
O55091,unknown,unknown
O55098,unknown,unknown
O55100,unknown,unknown
O55101,unknown,unknown
O55106,unknown,unknown
O55111,unknown,unknown
O55126,unknown,unknown
O55128,unknown,unknown
O55131,unknown,unknown
O55131;Q80UG5,unknown,unknown
O55131;Q8C650,unknown,unknown
O55135,unknown,unknown
O55137,unknown,unknown
O55137;Q9QYR9,unknown,unknown
O55142,RCX_1,RCX_1
O55143,ER_2,ER_2
O55143;Q64518,unknown,unknown
O55186,CM_1,CM_1
O55192,unknown,unknown
